lambda,range
0.08555555555555555,6264000
0.08972222222222222,6267600
0.07333333333333333,6271200
0.07083333333333333,6274800
0.08888888888888889,6278400
0.09944444444444445,6282000
0.10222222222222223,6285600
0.10277777777777777,6289200
0.09638888888888889,6292800
0.07777777777777778,6296400
0.05416666666666667,6300000
0.044444444444444446,6303600
0.03833333333333333,6307200
0.044444444444444446,6310800
0.041666666666666664,6314400
0.02722222222222222,6318000
0.008888888888888889,6321600
0.012777777777777779,6325200
0.0125,6328800
0.015833333333333335,6332400
0.021111111111111112,6336000
0.03333333333333333,6339600
0.05388888888888889,6343200
0.07444444444444444,6346800
0.08555555555555555,6350400
0.08972222222222222,6354000
0.07333333333333333,6357600
0.07083333333333333,6361200
0.08888888888888889,6364800
0.09944444444444445,6368400
0.10222222222222223,6372000
0.10277777777777777,6375600
0.09638888888888889,6379200
0.07777777777777778,6382800
0.05416666666666667,6386400
0.044444444444444446,6390000
0.03833333333333333,6393600
0.044444444444444446,6397200
0.041666666666666664,6400800
0.02722222222222222,6404400
0.008888888888888889,6408000
0.012777777777777779,6411600
0.0125,6415200
0.015833333333333335,6418800
0.021111111111111112,6422400
0.03333333333333333,6426000
0.05388888888888889,6429600
0.07444444444444444,6433200
0.08555555555555555,6436800
0.08972222222222222,6440400
0.07333333333333333,6444000
0.07083333333333333,6447600
0.08888888888888889,6451200
0.09944444444444445,6454800
0.10222222222222223,6458400
0.10277777777777777,6462000
0.09638888888888889,6465600
0.07777777777777778,6469200
0.05416666666666667,6472800
0.044444444444444446,6476400
0.03833333333333333,6480000
0.044444444444444446,6483600
0.041666666666666664,6487200
0.02722222222222222,6490800
0.008888888888888889,6494400
0.012777777777777779,6498000
0.0125,6501600
0.015833333333333335,6505200
0.021111111111111112,6508800
0.03333333333333333,6512400
0.05388888888888889,6516000
0.07444444444444444,6519600
0.08555555555555555,6523200
0.08972222222222222,6526800
0.07333333333333333,6530400
0.07083333333333333,6534000
0.08888888888888889,6537600
0.09944444444444445,6541200
0.10222222222222223,6544800
0.10277777777777777,6548400
0.09638888888888889,6552000
0.07777777777777778,6555600
0.05416666666666667,6559200
0.044444444444444446,6562800
0.03833333333333333,6566400
0.044444444444444446,6570000
0.041666666666666664,6573600
0.02722222222222222,6577200
0.008888888888888889,6580800
0.012777777777777779,6584400
0.0125,6588000
0.015833333333333335,6591600
0.021111111111111112,6595200
0.03333333333333333,6598800
0.05388888888888889,6602400
0.07444444444444444,6606000
0.08555555555555555,6609600
0.08972222222222222,6613200
0.07333333333333333,6616800
0.07083333333333333,6620400
0.08888888888888889,6624000
0.09944444444444445,6627600
0.10222222222222223,6631200
0.10277777777777777,6634800
0.09638888888888889,6638400
0.07777777777777778,6642000
0.05416666666666667,6645600
0.044444444444444446,6649200
0.03833333333333333,6652800
0.044444444444444446,6656400
0.041666666666666664,6660000
0.02722222222222222,6663600
0.008888888888888889,6667200
0.012777777777777779,6670800
0.0125,6674400
0.015833333333333335,6678000
0.021111111111111112,6681600
0.03333333333333333,6685200
0.05388888888888889,6688800
0.07444444444444444,6692400
0.08555555555555555,6696000
0.08972222222222222,6699600
0.07333333333333333,6703200
0.07083333333333333,6706800
0.08888888888888889,6710400
0.09944444444444445,6714000
0.10222222222222223,6717600
0.10277777777777777,6721200
0.09638888888888889,6724800
0.07777777777777778,6728400
0.05416666666666667,6732000
0.044444444444444446,6735600
0.03833333333333333,6739200
0.044444444444444446,6742800
0.041666666666666664,6746400
0.02722222222222222,6750000
0.008888888888888889,6753600
0.012777777777777779,6757200
0.0125,6760800
0.015833333333333335,6764400
0.021111111111111112,6768000
0.03333333333333333,6771600
0.05388888888888889,6775200
0.07444444444444444,6778800
0.08555555555555555,6782400
0.08972222222222222,6786000
0.07333333333333333,6789600
0.07083333333333333,6793200
0.08888888888888889,6796800
0.09944444444444445,6800400
0.10222222222222223,6804000
0.10277777777777777,6807600
0.09638888888888889,6811200
0.07777777777777778,6814800
0.05416666666666667,6818400
0.044444444444444446,6822000
0.03833333333333333,6825600
0.044444444444444446,6829200
0.041666666666666664,6832800
0.02722222222222222,6836400
0.008888888888888889,6840000
0.012777777777777779,6843600
0.0125,6847200
0.015833333333333335,6850800
0.021111111111111112,6854400
0.03333333333333333,6858000
0.05388888888888889,6861600
0.07444444444444444,6865200
0.08555555555555555,6868800
0.08972222222222222,6872400
0.07333333333333333,6876000
0.07083333333333333,6879600
0.08888888888888889,6883200
0.09944444444444445,6886800
0.10222222222222223,6890400
0.10277777777777777,6894000
0.09638888888888889,6897600
0.07777777777777778,6901200
0.05416666666666667,6904800
0.044444444444444446,6908400
0.03833333333333333,6912000
0.044444444444444446,6915600
0.041666666666666664,6919200
0.02722222222222222,6922800
0.008888888888888889,6926400
0.012777777777777779,6930000
0.0125,6933600
0.015833333333333335,6937200
0.021111111111111112,6940800
0.03333333333333333,6944400
0.05388888888888889,6948000
0.07444444444444444,6951600
0.08555555555555555,6955200
0.08972222222222222,6958800
0.07333333333333333,6962400
0.07083333333333333,6966000
0.08888888888888889,6969600
0.09944444444444445,6973200
0.10222222222222223,6976800
0.10277777777777777,6980400
0.09638888888888889,6984000
0.07777777777777778,6987600
0.05416666666666667,6991200
0.044444444444444446,6994800
0.03833333333333333,6998400
0.044444444444444446,7002000
0.041666666666666664,7005600
0.02722222222222222,7009200
0.008888888888888889,7012800
0.012777777777777779,7016400
0.0125,7020000
0.015833333333333335,7023600
0.021111111111111112,7027200
0.03333333333333333,7030800
0.05388888888888889,7034400
0.07444444444444444,7038000
0.08555555555555555,7041600
0.08972222222222222,7045200
0.07333333333333333,7048800
0.07083333333333333,7052400
0.08888888888888889,7056000
0.09944444444444445,7059600
0.10222222222222223,7063200
0.10277777777777777,7066800
0.09638888888888889,7070400
0.07777777777777778,7074000
0.05416666666666667,7077600
0.044444444444444446,7081200
0.03833333333333333,7084800
0.044444444444444446,7088400
0.041666666666666664,7092000
0.02722222222222222,7095600
0.008888888888888889,7099200
0.012777777777777779,7102800
0.0125,7106400
0.015833333333333335,7110000
0.021111111111111112,7113600
0.03333333333333333,7117200
0.05388888888888889,7120800
0.07444444444444444,7124400
0.08555555555555555,7128000
0.08972222222222222,7131600
0.07333333333333333,7135200
0.07083333333333333,7138800
0.08888888888888889,7142400
0.09944444444444445,7146000
0.10222222222222223,7149600
0.10277777777777777,7153200
0.09638888888888889,7156800
0.07777777777777778,7160400
0.05416666666666667,7164000
0.044444444444444446,7167600
0.03833333333333333,7171200
0.044444444444444446,7174800
0.041666666666666664,7178400
0.02722222222222222,7182000
0.008888888888888889,7185600
0.012777777777777779,7189200
0.0125,7192800
0.015833333333333335,7196400
0.021111111111111112,7200000
0.03333333333333333,7203600
0.05388888888888889,7207200
0.07444444444444444,7210800
0.08555555555555555,7214400
0.08972222222222222,7218000
0.07333333333333333,7221600
0.07083333333333333,7225200
0.08888888888888889,7228800
0.09944444444444445,7232400
0.10222222222222223,7236000
0.10277777777777777,7239600
0.09638888888888889,7243200
0.07777777777777778,7246800
0.05416666666666667,7250400
0.044444444444444446,7254000
0.03833333333333333,7257600
0.044444444444444446,7261200
0.041666666666666664,7264800
0.02722222222222222,7268400
0.008888888888888889,7272000
0.012777777777777779,7275600
0.0125,7279200
0.015833333333333335,7282800
0.021111111111111112,7286400
0.03333333333333333,7290000
0.05388888888888889,7293600
0.07444444444444444,7297200
0.08555555555555555,7300800
0.08972222222222222,7304400
0.07333333333333333,7308000
0.07083333333333333,7311600
0.08888888888888889,7315200
0.09944444444444445,7318800
0.10222222222222223,7322400
0.10277777777777777,7326000
0.09638888888888889,7329600
0.07777777777777778,7333200
0.05416666666666667,7336800
0.044444444444444446,7340400
0.03833333333333333,7344000
0.044444444444444446,7347600
0.041666666666666664,7351200
0.02722222222222222,7354800
0.008888888888888889,7358400
0.012777777777777779,7362000
0.0125,7365600
0.015833333333333335,7369200
0.021111111111111112,7372800
0.03333333333333333,7376400
0.05388888888888889,7380000
0.07444444444444444,7383600
0.08555555555555555,7387200
0.08972222222222222,7390800
0.07333333333333333,7394400
0.07083333333333333,7398000
0.08888888888888889,7401600
0.09944444444444445,7405200
0.10222222222222223,7408800
0.10277777777777777,7412400
0.09638888888888889,7416000
0.07777777777777778,7419600
0.05416666666666667,7423200
0.044444444444444446,7426800
0.03833333333333333,7430400
0.044444444444444446,7434000
0.041666666666666664,7437600
0.02722222222222222,7441200
0.008888888888888889,7444800
0.012777777777777779,7448400
0.0125,7452000
0.015833333333333335,7455600
0.021111111111111112,7459200
0.03333333333333333,7462800
0.05388888888888889,7466400
0.07444444444444444,7470000
0.08555555555555555,7473600
0.08972222222222222,7477200
0.07333333333333333,7480800
0.07083333333333333,7484400
0.08888888888888889,7488000
0.09944444444444445,7491600
0.10222222222222223,7495200
0.10277777777777777,7498800
0.09638888888888889,7502400
0.07777777777777778,7506000
0.05416666666666667,7509600
0.044444444444444446,7513200
0.03833333333333333,7516800
0.044444444444444446,7520400
0.041666666666666664,7524000
0.02722222222222222,7527600
0.008888888888888889,7531200
0.012777777777777779,7534800
0.0125,7538400
0.015833333333333335,7542000
0.021111111111111112,7545600
0.03333333333333333,7549200
0.05388888888888889,7552800
0.07444444444444444,7556400
0.08555555555555555,7560000
0.08972222222222222,7563600
0.07333333333333333,7567200
0.07083333333333333,7570800
0.08888888888888889,7574400
0.09944444444444445,7578000
0.10222222222222223,7581600
0.10277777777777777,7585200
0.09638888888888889,7588800
0.07777777777777778,7592400
0.05416666666666667,7596000
0.044444444444444446,7599600
0.03833333333333333,7603200
0.044444444444444446,7606800
0.041666666666666664,7610400
0.02722222222222222,7614000
0.008888888888888889,7617600
0.012777777777777779,7621200
0.0125,7624800
0.015833333333333335,7628400
0.021111111111111112,7632000
0.03333333333333333,7635600
0.05388888888888889,7639200
0.07444444444444444,7642800
0.08555555555555555,7646400
0.08972222222222222,7650000
0.07333333333333333,7653600
0.07083333333333333,7657200
0.08888888888888889,7660800
0.09944444444444445,7664400
0.10222222222222223,7668000
0.10277777777777777,7671600
0.09638888888888889,7675200
0.07777777777777778,7678800
0.05416666666666667,7682400
0.044444444444444446,7686000
0.03833333333333333,7689600
0.044444444444444446,7693200
0.041666666666666664,7696800
0.02722222222222222,7700400
0.008888888888888889,7704000
0.012777777777777779,7707600
0.0125,7711200
0.015833333333333335,7714800
0.021111111111111112,7718400
0.03333333333333333,7722000
0.05388888888888889,7725600
0.07444444444444444,7729200
0.08555555555555555,7732800
0.08972222222222222,7736400
0.07333333333333333,7740000
0.07083333333333333,7743600
0.08888888888888889,7747200
0.09944444444444445,7750800
0.10222222222222223,7754400
0.10277777777777777,7758000
0.09638888888888889,7761600
0.07777777777777778,7765200
0.05416666666666667,7768800
0.044444444444444446,7772400
0.03833333333333333,7776000
0.044444444444444446,7779600
0.041666666666666664,7783200
0.02722222222222222,7786800
0.008888888888888889,7790400
0.012777777777777779,7794000
0.0125,7797600
0.015833333333333335,7801200
0.021111111111111112,7804800
0.03333333333333333,7808400
0.05388888888888889,7812000
0.07444444444444444,7815600
0.08555555555555555,7819200
0.08972222222222222,7822800
0.07333333333333333,7826400
0.07083333333333333,7830000
0.08888888888888889,7833600
0.09944444444444445,7837200
0.10222222222222223,7840800
0.10277777777777777,7844400
0.09638888888888889,7848000
0.07777777777777778,7851600
0.05416666666666667,7855200
0.044444444444444446,7858800
0.03833333333333333,7862400
0.044444444444444446,7866000
0.041666666666666664,7869600
0.02722222222222222,7873200
0.008888888888888889,7876800
0.012777777777777779,7880400
0.0125,7884000
0.015833333333333335,7887600
0.021111111111111112,7891200
0.03333333333333333,7894800
0.05388888888888889,7898400
0.07444444444444444,7902000
0.08555555555555555,7905600
0.08972222222222222,7909200
0.07333333333333333,7912800
0.07083333333333333,7916400
0.08888888888888889,7920000
0.09944444444444445,7923600
0.10222222222222223,7927200
0.10277777777777777,7930800
0.09638888888888889,7934400
0.07777777777777778,7938000
0.05416666666666667,7941600
0.044444444444444446,7945200
0.03833333333333333,7948800
0.044444444444444446,7952400
0.041666666666666664,7956000
0.02722222222222222,7959600
0.008888888888888889,7963200
0.012777777777777779,7966800
0.0125,7970400
0.015833333333333335,7974000
0.021111111111111112,7977600
0.03333333333333333,7981200
0.05388888888888889,7984800
0.07444444444444444,7988400
0.08555555555555555,7992000
0.08972222222222222,7995600
0.07333333333333333,7999200
0.07083333333333333,8002800
0.08888888888888889,8006400
0.09944444444444445,8010000
0.10222222222222223,8013600
0.10277777777777777,8017200
0.09638888888888889,8020800
0.07777777777777778,8024400
0.05416666666666667,8028000
0.044444444444444446,8031600
0.03833333333333333,8035200
0.044444444444444446,8038800
0.041666666666666664,8042400
0.02722222222222222,8046000
0.008888888888888889,8049600
0.012777777777777779,8053200
0.0125,8056800
0.015833333333333335,8060400
0.021111111111111112,8064000
0.03333333333333333,8067600
0.05388888888888889,8071200
0.07444444444444444,8074800
0.08555555555555555,8078400
0.08972222222222222,8082000
0.07333333333333333,8085600
0.07083333333333333,8089200
0.08888888888888889,8092800
0.09944444444444445,8096400
0.10222222222222223,8100000
0.10277777777777777,8103600
0.09638888888888889,8107200
0.07777777777777778,8110800
0.05416666666666667,8114400
0.044444444444444446,8118000
0.03833333333333333,8121600
0.044444444444444446,8125200
0.041666666666666664,8128800
0.02722222222222222,8132400
0.008888888888888889,8136000
0.012777777777777779,8139600
0.0125,8143200
0.015833333333333335,8146800
0.021111111111111112,8150400
0.03333333333333333,8154000
0.05388888888888889,8157600
0.07444444444444444,8161200
0.08555555555555555,8164800
0.08972222222222222,8168400
0.07333333333333333,8172000
0.07083333333333333,8175600
0.08888888888888889,8179200
0.09944444444444445,8182800
0.10222222222222223,8186400
0.10277777777777777,8190000
0.09638888888888889,8193600
0.07777777777777778,8197200
0.05416666666666667,8200800
0.044444444444444446,8204400
0.03833333333333333,8208000
0.044444444444444446,8211600
0.041666666666666664,8215200
0.02722222222222222,8218800
0.008888888888888889,8222400
0.012777777777777779,8226000
0.0125,8229600
0.015833333333333335,8233200
0.021111111111111112,8236800
0.03333333333333333,8240400
0.05388888888888889,8244000
0.07444444444444444,8247600
0.08555555555555555,8251200
0.08972222222222222,8254800
0.07333333333333333,8258400
0.07083333333333333,8262000
0.08888888888888889,8265600
0.09944444444444445,8269200
0.10222222222222223,8272800
0.10277777777777777,8276400
0.09638888888888889,8280000
0.07777777777777778,8283600
0.05416666666666667,8287200
0.044444444444444446,8290800
0.03833333333333333,8294400
0.044444444444444446,8298000
0.041666666666666664,8301600
0.02722222222222222,8305200
0.008888888888888889,8308800
0.012777777777777779,8312400
0.0125,8316000
0.015833333333333335,8319600
0.021111111111111112,8323200
0.03333333333333333,8326800
0.05388888888888889,8330400
0.07444444444444444,8334000
0.08555555555555555,8337600
0.08972222222222222,8341200
0.07333333333333333,8344800
0.07083333333333333,8348400
0.08888888888888889,8352000
0.09944444444444445,8355600
0.10222222222222223,8359200
0.10277777777777777,8362800
0.09638888888888889,8366400
0.07777777777777778,8370000
0.05416666666666667,8373600
0.044444444444444446,8377200
0.03833333333333333,8380800
0.044444444444444446,8384400
0.041666666666666664,8388000
0.02722222222222222,8391600
0.008888888888888889,8395200
0.012777777777777779,8398800
0.0125,8402400
0.015833333333333335,8406000
0.021111111111111112,8409600
0.03333333333333333,8413200
0.05388888888888889,8416800
0.07444444444444444,8420400
0.08555555555555555,8424000
0.08972222222222222,8427600
0.07333333333333333,8431200
0.07083333333333333,8434800
0.08888888888888889,8438400
0.09944444444444445,8442000
0.10222222222222223,8445600
0.10277777777777777,8449200
0.09638888888888889,8452800
0.07777777777777778,8456400
0.05416666666666667,8460000
0.044444444444444446,8463600
0.03833333333333333,8467200
0.044444444444444446,8470800
0.041666666666666664,8474400
0.02722222222222222,8478000
0.008888888888888889,8481600
0.012777777777777779,8485200
0.0125,8488800
0.015833333333333335,8492400
0.021111111111111112,8496000
0.03333333333333333,8499600
0.05388888888888889,8503200
0.07444444444444444,8506800
0.08555555555555555,8510400
0.08972222222222222,8514000
0.07333333333333333,8517600
0.07083333333333333,8521200
0.08888888888888889,8524800
0.09944444444444445,8528400
0.10222222222222223,8532000
0.10277777777777777,8535600
0.09638888888888889,8539200
0.07777777777777778,8542800
0.05416666666666667,8546400
0.044444444444444446,8550000
0.03833333333333333,8553600
0.044444444444444446,8557200
0.041666666666666664,8560800
0.02722222222222222,8564400
0.008888888888888889,8568000
0.012777777777777779,8571600
0.0125,8575200
0.015833333333333335,8578800
0.021111111111111112,8582400
0.03333333333333333,8586000
0.05388888888888889,8589600
0.07444444444444444,8593200
0.08555555555555555,8596800
0.08972222222222222,8600400
0.07333333333333333,8604000
0.07083333333333333,8607600
0.08888888888888889,8611200
0.09944444444444445,8614800
0.10222222222222223,8618400
0.10277777777777777,8622000
0.09638888888888889,8625600
0.07777777777777778,8629200
0.05416666666666667,8632800
0.044444444444444446,8636400
0.03833333333333333,8640000
0.044444444444444446,8643600
0.041666666666666664,8647200
0.02722222222222222,8650800
0.008888888888888889,8654400
0.012777777777777779,8658000
0.0125,8661600
0.015833333333333335,8665200
0.021111111111111112,8668800
0.03333333333333333,8672400
0.05388888888888889,8676000
0.07444444444444444,8679600
0.08555555555555555,8683200
0.08972222222222222,8686800
0.07333333333333333,8690400
0.07083333333333333,8694000
0.08888888888888889,8697600
0.09944444444444445,8701200
0.10222222222222223,8704800
0.10277777777777777,8708400
0.09638888888888889,8712000
0.07777777777777778,8715600
0.05416666666666667,8719200
0.044444444444444446,8722800
0.03833333333333333,8726400
0.044444444444444446,8730000
0.041666666666666664,8733600
0.02722222222222222,8737200
0.008888888888888889,8740800
0.012777777777777779,8744400
0.0125,8748000
0.015833333333333335,8751600
0.021111111111111112,8755200
0.03333333333333333,8758800
0.05388888888888889,8762400
0.07444444444444444,8766000
0.08555555555555555,8769600
0.08972222222222222,8773200
0.07333333333333333,8776800
0.07083333333333333,8780400
0.08888888888888889,8784000
0.09944444444444445,8787600
0.10222222222222223,8791200
0.10277777777777777,8794800
0.09638888888888889,8798400
0.07777777777777778,8802000
0.05416666666666667,8805600
0.044444444444444446,8809200
0.03833333333333333,8812800
0.044444444444444446,8816400
0.041666666666666664,8820000
0.02722222222222222,8823600
0.008888888888888889,8827200
0.012777777777777779,8830800
0.0125,8834400
0.015833333333333335,8838000
0.021111111111111112,8841600
0.03333333333333333,8845200
0.05388888888888889,8848800
0.07444444444444444,8852400
0.08555555555555555,8856000
0.08972222222222222,8859600
0.07333333333333333,8863200
0.07083333333333333,8866800
0.08888888888888889,8870400
0.09944444444444445,8874000
0.10222222222222223,8877600
0.10277777777777777,8881200
0.09638888888888889,8884800
0.07777777777777778,8888400
0.05416666666666667,8892000
0.044444444444444446,8895600
0.03833333333333333,8899200
0.044444444444444446,8902800
0.041666666666666664,8906400
0.02722222222222222,8910000
0.008888888888888889,8913600
0.012777777777777779,8917200
0.0125,8920800
0.015833333333333335,8924400
0.021111111111111112,8928000
0.03333333333333333,8931600
0.05388888888888889,8935200
0.07444444444444444,8938800
0.08555555555555555,8942400
0.08972222222222222,8946000
0.07333333333333333,8949600
0.07083333333333333,8953200
0.08888888888888889,8956800
0.09944444444444445,8960400
0.10222222222222223,8964000
0.10277777777777777,8967600
0.09638888888888889,8971200
0.07777777777777778,8974800
0.05416666666666667,8978400
0.044444444444444446,8982000
0.03833333333333333,8985600
0.044444444444444446,8989200
0.041666666666666664,8992800
0.02722222222222222,8996400
0.008888888888888889,9000000
0.012777777777777779,9003600
0.0125,9007200
0.015833333333333335,9010800
0.021111111111111112,9014400
0.03333333333333333,9018000
0.05388888888888889,9021600
0.07444444444444444,9025200
0.08555555555555555,9028800
0.08972222222222222,9032400
0.07333333333333333,9036000
0.07083333333333333,9039600
0.08888888888888889,9043200
0.09944444444444445,9046800
0.10222222222222223,9050400
0.10277777777777777,9054000
0.09638888888888889,9057600
0.07777777777777778,9061200
0.05416666666666667,9064800
0.044444444444444446,9068400
0.03833333333333333,9072000
0.044444444444444446,9075600
0.041666666666666664,9079200
0.02722222222222222,9082800
0.008888888888888889,9086400
0.012777777777777779,9090000
0.0125,9093600
0.015833333333333335,9097200
0.021111111111111112,9100800
0.03333333333333333,9104400
0.05388888888888889,9108000
0.07444444444444444,9111600
0.08555555555555555,9115200
0.08972222222222222,9118800
0.07333333333333333,9122400
0.07083333333333333,9126000
0.08888888888888889,9129600
0.09944444444444445,9133200
0.10222222222222223,9136800
0.10277777777777777,9140400
0.09638888888888889,9144000
0.07777777777777778,9147600
0.05416666666666667,9151200
0.044444444444444446,9154800
0.03833333333333333,9158400
0.044444444444444446,9162000
0.041666666666666664,9165600
0.02722222222222222,9169200
0.008888888888888889,9172800
0.012777777777777779,9176400
0.0125,9180000
0.015833333333333335,9183600
0.021111111111111112,9187200
0.03333333333333333,9190800
0.05388888888888889,9194400
0.07444444444444444,9198000
0.08555555555555555,9201600
0.08972222222222222,9205200
0.07333333333333333,9208800
0.07083333333333333,9212400
0.08888888888888889,9216000
0.09944444444444445,9219600
0.10222222222222223,9223200
0.10277777777777777,9226800
0.09638888888888889,9230400
0.07777777777777778,9234000
0.05416666666666667,9237600
0.044444444444444446,9241200
0.03833333333333333,9244800
0.044444444444444446,9248400
0.041666666666666664,9252000
0.02722222222222222,9255600
0.008888888888888889,9259200
0.012777777777777779,9262800
0.0125,9266400
0.015833333333333335,9270000
0.021111111111111112,9273600
0.03333333333333333,9277200
0.05388888888888889,9280800
0.07444444444444444,9284400
0.08555555555555555,9288000
0.08972222222222222,9291600
0.07333333333333333,9295200
0.07083333333333333,9298800
0.08888888888888889,9302400
0.09944444444444445,9306000
0.10222222222222223,9309600
0.10277777777777777,9313200
0.09638888888888889,9316800
0.07777777777777778,9320400
0.05416666666666667,9324000
0.044444444444444446,9327600
0.03833333333333333,9331200
0.044444444444444446,9334800
0.041666666666666664,9338400
0.02722222222222222,9342000
0.008888888888888889,9345600
0.012777777777777779,9349200
0.0125,9352800
0.015833333333333335,9356400
0.021111111111111112,9360000
0.03333333333333333,9363600
0.05388888888888889,9367200
0.07444444444444444,9370800
0.08555555555555555,9374400
0.08972222222222222,9378000
0.07333333333333333,9381600
0.07083333333333333,9385200
0.08888888888888889,9388800
0.09944444444444445,9392400
0.10222222222222223,9396000
0.10277777777777777,9399600
0.09638888888888889,9403200
0.07777777777777778,9406800
0.05416666666666667,9410400
0.044444444444444446,9414000
0.03833333333333333,9417600
0.044444444444444446,9421200
0.041666666666666664,9424800
0.02722222222222222,9428400
0.008888888888888889,9432000
0.012777777777777779,9435600
0.0125,9439200
0.015833333333333335,9442800
0.021111111111111112,9446400
0.03333333333333333,9450000
0.05388888888888889,9453600
0.07444444444444444,9457200
0.08555555555555555,9460800
0.08972222222222222,9464400
0.07333333333333333,9468000
0.07083333333333333,9471600
0.08888888888888889,9475200
0.09944444444444445,9478800
0.10222222222222223,9482400
0.10277777777777777,9486000
0.09638888888888889,9489600
0.07777777777777778,9493200
0.05416666666666667,9496800
0.044444444444444446,9500400
0.03833333333333333,9504000
0.044444444444444446,9507600
0.041666666666666664,9511200
0.02722222222222222,9514800
0.008888888888888889,9518400
0.012777777777777779,9522000
0.0125,9525600
0.015833333333333335,9529200
0.021111111111111112,9532800
0.03333333333333333,9536400
0.05388888888888889,9540000
0.07444444444444444,9543600
0.08555555555555555,9547200
0.08972222222222222,9550800
0.07333333333333333,9554400
0.07083333333333333,9558000
0.08888888888888889,9561600
0.09944444444444445,9565200
0.10222222222222223,9568800
0.10277777777777777,9572400
0.09638888888888889,9576000
0.07777777777777778,9579600
0.05416666666666667,9583200
0.044444444444444446,9586800
0.03833333333333333,9590400
0.044444444444444446,9594000
0.041666666666666664,9597600
0.02722222222222222,9601200
0.008888888888888889,9604800
0.012777777777777779,9608400
0.0125,9612000
0.015833333333333335,9615600
0.021111111111111112,9619200
0.03333333333333333,9622800
0.05388888888888889,9626400
0.07444444444444444,9630000
0.08555555555555555,9633600
0.08972222222222222,9637200
0.07333333333333333,9640800
0.07083333333333333,9644400
0.08888888888888889,9648000
0.09944444444444445,9651600
0.10222222222222223,9655200
0.10277777777777777,9658800
0.09638888888888889,9662400
0.07777777777777778,9666000
0.05416666666666667,9669600
0.044444444444444446,9673200
0.03833333333333333,9676800
0.044444444444444446,9680400
0.041666666666666664,9684000
0.02722222222222222,9687600
0.008888888888888889,9691200
0.012777777777777779,9694800
0.0125,9698400
0.015833333333333335,9702000
0.021111111111111112,9705600
0.03333333333333333,9709200
0.05388888888888889,9712800
0.07444444444444444,9716400
0.08555555555555555,9720000
0.08972222222222222,9723600
0.07333333333333333,9727200
0.07083333333333333,9730800
0.08888888888888889,9734400
0.09944444444444445,9738000
0.10222222222222223,9741600
0.10277777777777777,9745200
0.09638888888888889,9748800
0.07777777777777778,9752400
0.05416666666666667,9756000
0.044444444444444446,9759600
0.03833333333333333,9763200
0.044444444444444446,9766800
0.041666666666666664,9770400
0.02722222222222222,9774000
0.008888888888888889,9777600
0.012777777777777779,9781200
0.0125,9784800
0.015833333333333335,9788400
0.021111111111111112,9792000
0.03333333333333333,9795600
0.05388888888888889,9799200
0.07444444444444444,9802800
0.08555555555555555,9806400
0.08972222222222222,9810000
0.07333333333333333,9813600
0.07083333333333333,9817200
0.08888888888888889,9820800
0.09944444444444445,9824400
0.10222222222222223,9828000
0.10277777777777777,9831600
0.09638888888888889,9835200
0.07777777777777778,9838800
0.05416666666666667,9842400
0.044444444444444446,9846000
0.03833333333333333,9849600
0.044444444444444446,9853200
0.041666666666666664,9856800
0.02722222222222222,9860400
0.008888888888888889,9864000
0.012777777777777779,9867600
0.0125,9871200
0.015833333333333335,9874800
0.021111111111111112,9878400
0.03333333333333333,9882000
0.05388888888888889,9885600
0.07444444444444444,9889200
0.08555555555555555,9892800
0.08972222222222222,9896400
0.07333333333333333,9900000
0.07083333333333333,9903600
0.08888888888888889,9907200
0.09944444444444445,9910800
0.10222222222222223,9914400
0.10277777777777777,9918000
0.09638888888888889,9921600
0.07777777777777778,9925200
0.05416666666666667,9928800
0.044444444444444446,9932400
0.03833333333333333,9936000
0.044444444444444446,9939600
0.041666666666666664,9943200
0.02722222222222222,9946800
0.008888888888888889,9950400
0.012777777777777779,9954000
0.0125,9957600
0.015833333333333335,9961200
0.021111111111111112,9964800
0.03333333333333333,9968400
0.05388888888888889,9972000
0.07444444444444444,9975600
0.08555555555555555,9979200
0.08972222222222222,9982800
0.07333333333333333,9986400
0.07083333333333333,9990000
0.08888888888888889,9993600
0.09944444444444445,9997200
0.10222222222222223,10000800
0.10277777777777777,10004400
0.09638888888888889,10008000
0.07777777777777778,10011600
0.05416666666666667,10015200
0.044444444444444446,10018800
0.03833333333333333,10022400
0.044444444444444446,10026000
0.041666666666666664,10029600
0.02722222222222222,10033200
0.008888888888888889,10036800
0.012777777777777779,10040400
0.0125,10044000
0.015833333333333335,10047600
0.021111111111111112,10051200
0.03333333333333333,10054800
0.05388888888888889,10058400
0.07444444444444444,10062000
0.08555555555555555,10065600
0.08972222222222222,10069200
0.07333333333333333,10072800
0.07083333333333333,10076400
0.08888888888888889,10080000
0.09944444444444445,10083600
0.10222222222222223,10087200
0.10277777777777777,10090800
0.09638888888888889,10094400
0.07777777777777778,10098000
0.05416666666666667,10101600
0.044444444444444446,10105200
0.03833333333333333,10108800
0.044444444444444446,10112400
0.041666666666666664,10116000
0.02722222222222222,10119600
0.008888888888888889,10123200
0.012777777777777779,10126800
0.0125,10130400
0.015833333333333335,10134000
0.021111111111111112,10137600
0.03333333333333333,10141200
0.05388888888888889,10144800
0.07444444444444444,10148400
0.08555555555555555,10152000
0.08972222222222222,10155600
0.07333333333333333,10159200
0.07083333333333333,10162800
0.08888888888888889,10166400
0.09944444444444445,10170000
0.10222222222222223,10173600
0.10277777777777777,10177200
0.09638888888888889,10180800
0.07777777777777778,10184400
