lambda,range
0.021111111111111112,3052800
0.03333333333333333,3056400
0.05388888888888889,3060000
0.07444444444444444,3063600
0.08555555555555555,3067200
0.08972222222222222,3070800
0.07333333333333333,3074400
0.07083333333333333,3078000
0.08888888888888889,3081600
0.09944444444444445,3085200
0.10222222222222223,3088800
0.10277777777777777,3092400
0.09638888888888889,3096000
0.07777777777777778,3099600
0.05416666666666667,3103200
0.044444444444444446,3106800
0.03833333333333333,3110400
0.044444444444444446,3114000
0.041666666666666664,3117600
0.02722222222222222,3121200
0.008888888888888889,3124800
0.012777777777777779,3128400
0.0125,3132000
0.015833333333333335,3135600
0.021111111111111112,3139200
0.03333333333333333,3142800
0.05388888888888889,3146400
0.07444444444444444,3150000
0.08555555555555555,3153600
0.08972222222222222,3157200
0.07333333333333333,3160800
0.07083333333333333,3164400
0.08888888888888889,3168000
0.09944444444444445,3171600
0.10222222222222223,3175200
0.10277777777777777,3178800
0.09638888888888889,3182400
0.07777777777777778,3186000
0.05416666666666667,3189600
0.044444444444444446,3193200
0.03833333333333333,3196800
0.044444444444444446,3200400
0.041666666666666664,3204000
0.02722222222222222,3207600
0.008888888888888889,3211200
0.012777777777777779,3214800
0.0125,3218400
0.015833333333333335,3222000
0.021111111111111112,3225600
0.03333333333333333,3229200
0.05388888888888889,3232800
0.07444444444444444,3236400
0.08555555555555555,3240000
0.08972222222222222,3243600
0.07333333333333333,3247200
0.07083333333333333,3250800
0.08888888888888889,3254400
0.09944444444444445,3258000
0.10222222222222223,3261600
0.10277777777777777,3265200
0.09638888888888889,3268800
0.07777777777777778,3272400
0.05416666666666667,3276000
0.044444444444444446,3279600
0.03833333333333333,3283200
0.044444444444444446,3286800
0.041666666666666664,3290400
0.02722222222222222,3294000
0.008888888888888889,3297600
0.012777777777777779,3301200
0.0125,3304800
0.015833333333333335,3308400
0.021111111111111112,3312000
0.03333333333333333,3315600
0.05388888888888889,3319200
0.07444444444444444,3322800
0.08555555555555555,3326400
0.08972222222222222,3330000
0.07333333333333333,3333600
0.07083333333333333,3337200
0.08888888888888889,3340800
0.09944444444444445,3344400
0.10222222222222223,3348000
0.10277777777777777,3351600
0.09638888888888889,3355200
0.07777777777777778,3358800
0.05416666666666667,3362400
0.044444444444444446,3366000
0.03833333333333333,3369600
0.044444444444444446,3373200
0.041666666666666664,3376800
0.02722222222222222,3380400
0.008888888888888889,3384000
0.012777777777777779,3387600
0.0125,3391200
0.015833333333333335,3394800
0.021111111111111112,3398400
0.03333333333333333,3402000
0.05388888888888889,3405600
0.07444444444444444,3409200
0.08555555555555555,3412800
0.08972222222222222,3416400
0.07333333333333333,3420000
0.07083333333333333,3423600
0.08888888888888889,3427200
0.09944444444444445,3430800
0.10222222222222223,3434400
0.10277777777777777,3438000
0.09638888888888889,3441600
0.07777777777777778,3445200
0.05416666666666667,3448800
0.044444444444444446,3452400
0.03833333333333333,3456000
0.044444444444444446,3459600
0.041666666666666664,3463200
0.02722222222222222,3466800
0.008888888888888889,3470400
0.012777777777777779,3474000
0.0125,3477600
0.015833333333333335,3481200
0.021111111111111112,3484800
0.03333333333333333,3488400
0.05388888888888889,3492000
0.07444444444444444,3495600
0.08555555555555555,3499200
0.08972222222222222,3502800
0.07333333333333333,3506400
0.07083333333333333,3510000
0.08888888888888889,3513600
0.09944444444444445,3517200
0.10222222222222223,3520800
0.10277777777777777,3524400
0.09638888888888889,3528000
0.07777777777777778,3531600
0.05416666666666667,3535200
0.044444444444444446,3538800
0.03833333333333333,3542400
0.044444444444444446,3546000
0.041666666666666664,3549600
0.02722222222222222,3553200
0.008888888888888889,3556800
0.012777777777777779,3560400
0.0125,3564000
0.015833333333333335,3567600
0.021111111111111112,3571200
0.03333333333333333,3574800
0.05388888888888889,3578400
0.07444444444444444,3582000
0.08555555555555555,3585600
0.08972222222222222,3589200
0.07333333333333333,3592800
0.07083333333333333,3596400
0.08888888888888889,3600000
0.09944444444444445,3603600
0.10222222222222223,3607200
0.10277777777777777,3610800
0.09638888888888889,3614400
0.07777777777777778,3618000
0.05416666666666667,3621600
0.044444444444444446,3625200
0.03833333333333333,3628800
0.044444444444444446,3632400
0.041666666666666664,3636000
0.02722222222222222,3639600
0.008888888888888889,3643200
0.012777777777777779,3646800
0.0125,3650400
0.015833333333333335,3654000
0.021111111111111112,3657600
0.03333333333333333,3661200
0.05388888888888889,3664800
0.07444444444444444,3668400
0.08555555555555555,3672000
0.08972222222222222,3675600
0.07333333333333333,3679200
0.07083333333333333,3682800
0.08888888888888889,3686400
0.09944444444444445,3690000
0.10222222222222223,3693600
0.10277777777777777,3697200
0.09638888888888889,3700800
0.07777777777777778,3704400
0.05416666666666667,3708000
0.044444444444444446,3711600
0.03833333333333333,3715200
0.044444444444444446,3718800
0.041666666666666664,3722400
0.02722222222222222,3726000
0.008888888888888889,3729600
0.012777777777777779,3733200
0.0125,3736800
0.015833333333333335,3740400
0.021111111111111112,3744000
0.03333333333333333,3747600
0.05388888888888889,3751200
0.07444444444444444,3754800
0.08555555555555555,3758400
0.08972222222222222,3762000
0.07333333333333333,3765600
0.07083333333333333,3769200
0.08888888888888889,3772800
0.09944444444444445,3776400
0.10222222222222223,3780000
0.10277777777777777,3783600
0.09638888888888889,3787200
0.07777777777777778,3790800
0.05416666666666667,3794400
0.044444444444444446,3798000
0.03833333333333333,3801600
0.044444444444444446,3805200
0.041666666666666664,3808800
0.02722222222222222,3812400
0.008888888888888889,3816000
0.012777777777777779,3819600
0.0125,3823200
0.015833333333333335,3826800
0.021111111111111112,3830400
0.03333333333333333,3834000
0.05388888888888889,3837600
0.07444444444444444,3841200
0.08555555555555555,3844800
0.08972222222222222,3848400
0.07333333333333333,3852000
0.07083333333333333,3855600
0.08888888888888889,3859200
0.09944444444444445,3862800
0.10222222222222223,3866400
0.10277777777777777,3870000
0.09638888888888889,3873600
0.07777777777777778,3877200
0.05416666666666667,3880800
0.044444444444444446,3884400
0.03833333333333333,3888000
0.044444444444444446,3891600
0.041666666666666664,3895200
0.02722222222222222,3898800
0.008888888888888889,3902400
0.012777777777777779,3906000
0.0125,3909600
0.015833333333333335,3913200
0.021111111111111112,3916800
0.03333333333333333,3920400
0.05388888888888889,3924000
0.07444444444444444,3927600
0.08555555555555555,3931200
0.08972222222222222,3934800
0.07333333333333333,3938400
0.07083333333333333,3942000
0.08888888888888889,3945600
0.09944444444444445,3949200
0.10222222222222223,3952800
0.10277777777777777,3956400
0.09638888888888889,3960000
0.07777777777777778,3963600
0.05416666666666667,3967200
0.044444444444444446,3970800
0.03833333333333333,3974400
0.044444444444444446,3978000
0.041666666666666664,3981600
0.02722222222222222,3985200
0.008888888888888889,3988800
0.012777777777777779,3992400
0.0125,3996000
0.015833333333333335,3999600
